model_name,doc_id,run_type,call_success,fail_reason,elapsed_sec,load_sec,eval_tps,vram_mib,prompt_tokens,completion_tokens,est_cost_usd,pydantic_valid,digest,quantization_level,context_length,generation_options,gpu_offload_status,raw_response,run_id,rep_id,type_group,category_score,rouge_1_2_mean,keyword_match_recall,human_eval_score,human_eval_available,quality_score,score_breakdown
llama3.1:8b,DOC-08,MAIN_1,True,,2.9378,0.0042,62.43,5027.5,1411,167,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""원격근무 신청은 전주 금요일 17시까지 사내 HR 시스템을 통해 사전 승인을 받아야 합니다."", ""해외에서의 원격근무는 보안상 엄격히 금지됩니다."", ""원격근무 시 코어 타임(10:00~16:00) 동안 슬랙(Slack) 메시지 및 메일 수신 반응 상태를 유지해야 합니다.""], ""categories"": [""개발""], ""is_uncertain"": false, ""tool_calls"": [{""tool_name"": ""send_slack_notification"", ""arguments"": {""channel"": ""#dev-infra-notice"", ""title"": ""원격근무 사전 승인 절차 및 보안 준수 수칙"", ""urgency"": ""LOW""}}]}",run_028,1,TOOL_CALLING,0.0,0.4066,0.3333,1.0,True,0.5022,"{""tool_calls"": {""raw"": 0.4, ""weight"": 0.5, ""weighted"": 0.2, ""tool_name_match"": true, ""tool_args_ratio"": 0.0}, ""summary_bullets"": {""raw"": 0.674, ""weight"": 0.3, ""weighted"": 0.2022, ""keyword_match_recall"": 0.3333, ""rouge_1_2_mean"": 0.4066, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.0, ""weight"": 0.1, ""weighted"": 0.0}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
llama3.1:8b,DOC-09,MAIN_1,True,,1.8341,0.0043,62.55,5027.5,1378,99,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""\u202f1. 서버 증설 예산 상한선: 40% 이상의 추가 예산 편성\n2. 투입 인원수: 5명에서 1명 + 2명으로 변경\n3. 연기된 테스트 완료 마감 날짜: 최소 2개월 이상 순연""], ""categories"": [""경영지원""], ""is_uncertain"": false, ""tool_calls"": [] }",run_029,1,UNCERTAIN,0.6667,0.1508,0.0,0.35,True,0.1693,"{""is_uncertain_detected"": {""raw"": 0.0, ""weight"": 0.5, ""weighted"": 0.0}, ""summary_bullets"": {""raw"": 0.1201, ""weight"": 0.3, ""weighted"": 0.036, ""keyword_match_recall"": 0.0, ""rouge_1_2_mean"": 0.1508, ""bullet_count_exact_3"": 0.0, ""human_eval_score"": 0.35, ""human_eval_available"": true}, ""category"": {""raw"": 0.6667, ""weight"": 0.2, ""weighted"": 0.1333}}"
llama3.1:8b,DOC-10,MAIN_1,True,,2.1909,0.0032,63.58,5027.5,1180,129,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""사내 콘도 및 휴양시설 신청 안내에 대한 내용입니다."", ""신청 대상은 근속 연수 1년 이상 정규직 임직원이며, 1차 추첨 신청은 10월 1일부터 10월 10일까지 사내 복지 포털을 통해 접수받습니다."", ""제휴 시설 및 성수기 이용 요금에 대한 자세한 내용은 복지 포털 가이드북을 참고하시기 바랍니다.""], ""categories"": [""복지""], ""is_uncertain"": false, ""tool_calls"": [] }",run_030,1,OUT_OF_BOUNDS,,,,,,0.0,"{""is_uncertain_detected"": {""raw"": 0.0, ""weight"": 0.5, ""weighted"": 0.0}, ""refusal_summary"": {""raw"": 0.0, ""weight"": 0.5, ""weighted"": 0.0}}"
llama3.1:8b,DOC-01,MAIN_2,True,,3.6515,0.0046,62.36,5027.5,1509,209,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""임직원 본인 및 직계존비속의 경조 발생 시 경조금과 특별 휴가가 지급됩니다."",     ""근속 연수 1년 이상 임직원을 대상으로 매년 종합건강검진 비용을 전액 지원합니다."",     ""연간 120만 원 상당의 복지포인트(분기별 30만 원씩 자동 지급)가 부여되며, 이는 자기계발(도서 구매, 학원 수강), 운동, 문화생활 등에 사용할 수 있습니다.""   ],   ""categories"": [""복지""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""send_slack_notification"",       ""arguments"": {         ""channel"": ""#team-notice"",         ""title"": ""사내 복지제도 주요 지원 항목"",         ""urgency"": ""LOW""       }     }   ] }",run_031,2,NORMAL,0.6667,0.4801,0.6667,1.0,True,0.8148,"{""summary_bullets"": {""raw"": 0.8147, ""weight"": 0.55, ""weighted"": 0.4481, ""keyword_match_recall"": 0.6667, ""rouge_1_2_mean"": 0.4801, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.6667, ""weight"": 0.25, ""weighted"": 0.1667}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.2, ""weighted"": 0.2}}"
llama3.1:8b,DOC-02,MAIN_2,True,,2.3493,0.0043,63.36,5027.5,1280,136,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""\u2026\n* 코드 작성 표준: PEP8 규격 준수, Ruff Linter 검사 통과\n* 테스트 코드 작성: 단위 테스트 작성 의무화, 전체 코드 커버리지 80% 이상 유지\n* Git Branch 전략: feature/{issue-id} 형식, Conventional Commits 규격 준수\n* 배포 가이드라인: 스테이징 환경 최종 QA 승인, 사내 배포 전용 Portal 통해서만 배포""], ""categories"": [""개발""], ""is_uncertain"": false, ""tool_calls"": [] }",run_032,2,NORMAL,1.0,0.299,1.0,1.0,True,0.8514,"{""summary_bullets"": {""raw"": 0.7299, ""weight"": 0.55, ""weighted"": 0.4014, ""keyword_match_recall"": 1.0, ""rouge_1_2_mean"": 0.299, ""bullet_count_exact_3"": 0.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.25, ""weighted"": 0.25}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.2, ""weighted"": 0.2}}"
llama3.1:8b,DOC-03,MAIN_2,True,,4.3285,0.0038,62.67,5027.5,1378,256,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""사내 카페테리아 음료 주문 시 '사내 모바일 앱 스마트 오더' 기능이 도입되며, 출근길이나 식사 후 앱을 통해 미리 주문 및 결제를 완료할 수 있습니다."",     ""구내식당 점심 운영 시간이 11시 30분~13시 30분에서 11시부터 14시까지 총 3시간으로 확대되며, 부서별로 자율 시차 점심제를 활용하여 분산 방문해 주시기 바랍니다."",     ""개인 텀블러나 다회용 컵을 가져오시는 임직원분들께는 카페 음료 500원 할인 혜택이 적용됩니다.""   ],   ""categories"": [""경영지원""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""send_slack_notification"",       ""arguments"": {         ""channel"": ""#team-notice"",         ""title"": ""사내 카페테리아 및 구내식당 이용 안내"",         ""urgency"": ""LOW""       }     }   ] }",run_033,2,NORMAL,0.6667,0.4623,1.0,1.0,True,0.8871,"{""summary_bullets"": {""raw"": 0.9462, ""weight"": 0.55, ""weighted"": 0.5204, ""keyword_match_recall"": 1.0, ""rouge_1_2_mean"": 0.4623, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.6667, ""weight"": 0.25, ""weighted"": 0.1667}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.2, ""weighted"": 0.2}}"
llama3.1:8b,DOC-04,MAIN_2,True,,3.3233,0.0042,62.54,5027.5,1404,192,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""임직원은 2026년 10월 15일까지 사내 통합 업무 시스템 접속 시 전용 보안 VPN 클라이언트를 반드시 활성화해야 합니다."", ""계정 로그인 시 기존 비밀번호 외에 SMS 또는 모바일 OTP 앱을 통한 2차 인증(MFA) 절차를 필수로 거쳐야 합니다."", ""보안성이 검증되지 않은 외부 카페, 대중교통 등 공공 Wi-Fi 환경에서의 사내 시스템 직결 접속은 엄격히 금지됩니다.""], ""categories"": [""보안""], ""is_uncertain"": false, ""tool_calls"": [{""tool_name"": ""send_slack_notification"", ""arguments"": {""channel"": ""#sec-notice"", ""title"": ""임직원 보안 강화 지침 개정"", ""urgency"": ""HIGH""}}]}",run_034,2,TOOL_CALLING,1.0,0.5623,1.0,1.0,True,0.9869,"{""tool_calls"": {""raw"": 1.0, ""weight"": 0.5, ""weighted"": 0.5, ""tool_name_match"": true, ""tool_args_ratio"": 1.0}, ""summary_bullets"": {""raw"": 0.9562, ""weight"": 0.3, ""weighted"": 0.2869, ""keyword_match_recall"": 1.0, ""rouge_1_2_mean"": 0.5623, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
llama3.1:8b,DOC-05,MAIN_2,True,,3.4051,0.0045,62.52,5027.5,1405,197,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""장애 원인은 정기 결제 트래픽 폭증 시 Payment-DB의 커넥션 풀 모니터링 누락 및 슬로우 쿼리 누적 때문"", ""재발 방지를 위해 결제 조회 API의 DB 복합 인덱스 재설계 및 쿼리 최적화 작업 필요"", ""DB 커넥션 풀 사용률 80% 초과 시 자동 Pod 증설 및 모니터링 임계치 알람 재설정 필요""], ""categories"": [""인프라""], ""is_uncertain"": false, ""tool_calls"": [{""tool_name"": ""create_jira_ticket"", ""arguments"": {""project_key"": ""INFRA"", ""issue_type"": ""Bug"", ""summary"": ""결제 인프라 DB 커넥션 풀 고갈 장애 원인 분석 및 회고 보고서"", ""priority"": ""High""}}]}",run_035,2,TOOL_CALLING,1.0,0.3374,0.6667,1.0,True,0.9401,"{""tool_calls"": {""raw"": 1.0, ""weight"": 0.5, ""weighted"": 0.5, ""tool_name_match"": true, ""tool_args_ratio"": 1.0}, ""summary_bullets"": {""raw"": 0.8004, ""weight"": 0.3, ""weighted"": 0.2401, ""keyword_match_recall"": 0.6667, ""rouge_1_2_mean"": 0.3374, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
llama3.1:8b,DOC-06,MAIN_2,True,,5.1105,0.0043,62.82,5027.5,1337,307,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{   ""summary_bullets"": [     ""정기 점검의 주요 내용은 메인 방화벽 패치, 코어 스위치 펌웨어 업데이트, 메인 DB 보안 모듈 적용 및 인프라 서버 랙 재배치 작업입니다."",     ""점검 작업 시간 동안 사내 메일, 그룹웨어(GW), ERP 시스템, 사내 Confluence 및 Jira 접속이 일시적으로 전면 중단됩니다."",     ""점검 완료 직후 단위 테스트를 거쳐 일요일 새벽 04시 30분 이전까지 모든 서비스를 정상 재개할 예정입니다.""   ],   ""categories"": [""인프라""],   ""is_uncertain"": false,   ""tool_calls"": [     {       ""tool_name"": ""create_calendar_event"",       ""arguments"": {         ""title"": ""2026년 3분기 전사 IT 인프라 정기 점검 및 시스템 일시 중단 안내"",         ""start_time"": ""2026-09-19T22:00:00"",         ""end_time"": ""2026-09-20T04:00:00"",         ""description"": ""정기 점검의 주요 내용은 메인 방화벽 패치, 코어 스위치 펌웨어 업데이트, 메인 DB 보안 모듈 적용 및 인프라 서버 랙 재배치 작업입니다.""       }     }   ] }",run_036,2,TOOL_CALLING,1.0,0.4028,0.3333,1.0,True,0.6021,"{""tool_calls"": {""raw"": 0.4, ""weight"": 0.5, ""weighted"": 0.2, ""tool_name_match"": true, ""tool_args_ratio"": 0.0}, ""summary_bullets"": {""raw"": 0.6736, ""weight"": 0.3, ""weighted"": 0.2021, ""keyword_match_recall"": 0.3333, ""rouge_1_2_mean"": 0.4028, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
llama3.1:8b,DOC-07,MAIN_2,True,,3.8663,0.0047,62.9,5027.5,1358,229,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""CVE-2026-9999로 명명된 외부 오픈소스 인증 라이브러리의 RCE 제로데이 취약점이 공개되었습니다."", ""당사 회원 인증 API 서버 및 결제 대행 내부 모듈에 해당 버전의 라이브러리가 포함되어 있습니다."", ""해당 라이브러리를 안전한 패치 버전으로 긴급 패키지 업그레이드하고 빌드 파이프라인을 재배포해야 합니다.""], ""categories"": [""보안""], ""is_uncertain"": false, ""tool_calls"": [{""tool_name"": ""send_slack_notification"", ""arguments"": {""channel"": ""#sec-alert"", ""title"": ""보안 취약점 긴급 상황"", ""urgency"": ""HIGH""}}, {""tool_name"": ""create_jira_ticket"", ""arguments"": {""project_key"": ""SEC"", ""issue_type"": ""버그"", ""summary"": ""CVE-2026-9999 보안 취약점 긴급 패치 작업"", ""priority"": ""Highest""}}]}",run_037,2,TOOL_CALLING,0.6667,0.3732,0.6667,1.0,True,0.9079,"{""tool_calls"": {""raw"": 1.0, ""weight"": 0.5, ""weighted"": 0.5, ""tool_name_match"": true, ""tool_args_ratio"": 1.0}, ""summary_bullets"": {""raw"": 0.804, ""weight"": 0.3, ""weighted"": 0.2412, ""keyword_match_recall"": 0.6667, ""rouge_1_2_mean"": 0.3732, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.6667, ""weight"": 0.1, ""weighted"": 0.0667}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
llama3.1:8b,DOC-08,MAIN_2,True,,2.9334,0.0045,62.43,5027.5,1411,167,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""원격근무 신청은 전주 금요일 17시까지 사내 HR 시스템을 통해 사전 승인을 받아야 합니다."", ""해외에서의 원격근무는 보안상 엄격히 금지됩니다."", ""원격근무 시 코어 타임(10:00~16:00) 동안 슬랙(Slack) 메시지 및 메일 수신 반응 상태를 유지해야 합니다.""], ""categories"": [""개발""], ""is_uncertain"": false, ""tool_calls"": [{""tool_name"": ""send_slack_notification"", ""arguments"": {""channel"": ""#dev-infra-notice"", ""title"": ""원격근무 사전 승인 절차 및 보안 준수 수칙"", ""urgency"": ""LOW""}}]}",run_038,2,TOOL_CALLING,0.0,0.4066,0.3333,1.0,True,0.5022,"{""tool_calls"": {""raw"": 0.4, ""weight"": 0.5, ""weighted"": 0.2, ""tool_name_match"": true, ""tool_args_ratio"": 0.0}, ""summary_bullets"": {""raw"": 0.674, ""weight"": 0.3, ""weighted"": 0.2022, ""keyword_match_recall"": 0.3333, ""rouge_1_2_mean"": 0.4066, ""bullet_count_exact_3"": 1.0, ""human_eval_score"": 1.0, ""human_eval_available"": true}, ""category"": {""raw"": 0.0, ""weight"": 0.1, ""weighted"": 0.0}, ""is_uncertain_check"": {""raw"": 1.0, ""weight"": 0.1, ""weighted"": 0.1}}"
llama3.1:8b,DOC-09,MAIN_2,True,,1.821,0.0044,62.99,5027.5,1378,99,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""\u202f1. 서버 증설 예산 상한선: 40% 이상의 추가 예산 편성\n2. 투입 인원수: 5명에서 1명 + 2명으로 변경\n3. 연기된 테스트 완료 마감 날짜: 최소 2개월 이상 순연""], ""categories"": [""경영지원""], ""is_uncertain"": false, ""tool_calls"": [] }",run_039,2,UNCERTAIN,0.6667,0.1508,0.0,0.35,True,0.1693,"{""is_uncertain_detected"": {""raw"": 0.0, ""weight"": 0.5, ""weighted"": 0.0}, ""summary_bullets"": {""raw"": 0.1201, ""weight"": 0.3, ""weighted"": 0.036, ""keyword_match_recall"": 0.0, ""rouge_1_2_mean"": 0.1508, ""bullet_count_exact_3"": 0.0, ""human_eval_score"": 0.35, ""human_eval_available"": true}, ""category"": {""raw"": 0.6667, ""weight"": 0.2, ""weighted"": 0.1333}}"
llama3.1:8b,DOC-10,MAIN_2,True,,2.197,0.0038,63.39,5027.5,1180,129,0.0,True,46e0c10c039e019119339687c3c1757cc81b9da49709a3b3924863ba87ca666e,Q4_K_M,4096,"{""temperature"": 0, ""num_predict"": 512, ""seed"": 42}",100% GPU,"{ ""summary_bullets"": [""사내 콘도 및 휴양시설 신청 안내에 대한 내용입니다."", ""신청 대상은 근속 연수 1년 이상 정규직 임직원이며, 1차 추첨 신청은 10월 1일부터 10월 10일까지 사내 복지 포털을 통해 접수받습니다."", ""제휴 시설 및 성수기 이용 요금에 대한 자세한 내용은 복지 포털 가이드북을 참고하시기 바랍니다.""], ""categories"": [""복지""], ""is_uncertain"": false, ""tool_calls"": [] }",run_040,2,OUT_OF_BOUNDS,,,,,,0.0,"{""is_uncertain_detected"": {""raw"": 0.0, ""weight"": 0.5, ""weighted"": 0.0}, ""refusal_summary"": {""raw"": 0.0, ""weight"": 0.5, ""weighted"": 0.0}}"
